Player,ContextType,ContextValue,FG_PCT
Bol Bol,TouchTime,Touch < 2 Seconds,0.527
Bol Bol,TouchTime,Touch 2-6 Seconds,0.515
Bol Bol,DribbleRange,0 Dribbles,0.509
Bol Bol,DribbleRange,1 Dribble,0.549
Bol Bol,DribbleRange,2 Dribbles,0.625
Bol Bol,DribbleRange,3-6 Dribbles,0.333
Bol Bol,DefenderDistance,0-2 Feet - Very Tight,0.5
Bol Bol,DefenderDistance,2-4 Feet - Tight,0.614
Bol Bol,DefenderDistance,4-6 Feet - Open,0.431
Bol Bol,DefenderDistance,6+ Feet - Wide Open,0.56
Bol Bol,ShotClock,24-22,0.667
Bol Bol,ShotClock,22-18 Very Early,0.607
Bol Bol,ShotClock,18-15 Early,0.536
Bol Bol,ShotClock,15-7 Average,0.529
Bol Bol,ShotClock,7-4 Late,0.304
Bol Bol,ShotClock,4-0 Very Late,0.615
Adem Bona,TouchTime,Touch < 2 Seconds,0.717
Adem Bona,TouchTime,Touch 2-6 Seconds,0.652
Adem Bona,TouchTime,Touch 6+ Seconds,1.0
Adem Bona,DribbleRange,0 Dribbles,0.698
Adem Bona,DribbleRange,1 Dribble,0.732
Adem Bona,DribbleRange,2 Dribbles,0.571
Adem Bona,DribbleRange,3-6 Dribbles,0.818
Adem Bona,DefenderDistance,0-2 Feet - Very Tight,0.367
Adem Bona,DefenderDistance,2-4 Feet - Tight,0.75
Adem Bona,DefenderDistance,4-6 Feet - Open,0.842
Adem Bona,DefenderDistance,6+ Feet - Wide Open,1.0
Adem Bona,ShotClock,24-22,0.68
Adem Bona,ShotClock,22-18 Very Early,0.917
Adem Bona,ShotClock,18-15 Early,0.742
Adem Bona,ShotClock,15-7 Average,0.71
Adem Bona,ShotClock,7-4 Late,0.5
Adem Bona,ShotClock,4-0 Very Late,0.647
Devin Booker,TouchTime,Touch < 2 Seconds,0.449
Devin Booker,TouchTime,Touch 2-6 Seconds,0.457
Devin Booker,TouchTime,Touch 6+ Seconds,0.484
Devin Booker,DribbleRange,0 Dribbles,0.425
Devin Booker,DribbleRange,1 Dribble,0.482
Devin Booker,DribbleRange,2 Dribbles,0.454
Devin Booker,DribbleRange,3-6 Dribbles,0.465
Devin Booker,DribbleRange,7+ Dribbles,0.489
Devin Booker,DefenderDistance,0-2 Feet - Very Tight,0.397
Devin Booker,DefenderDistance,2-4 Feet - Tight,0.444
Devin Booker,DefenderDistance,4-6 Feet - Open,0.476
Devin Booker,DefenderDistance,6+ Feet - Wide Open,0.492
Devin Booker,ShotClock,24-22,0.444
Devin Booker,ShotClock,22-18 Very Early,0.475
Devin Booker,ShotClock,18-15 Early,0.474
Devin Booker,ShotClock,15-7 Average,0.467
Devin Booker,ShotClock,7-4 Late,0.434
Devin Booker,ShotClock,4-0 Very Late,0.398
Brandon Boston Jr.,TouchTime,Touch < 2 Seconds,0.486
Brandon Boston Jr.,TouchTime,Touch 2-6 Seconds,0.422
Brandon Boston Jr.,TouchTime,Touch 6+ Seconds,0.359
Brandon Boston Jr.,DribbleRange,0 Dribbles,0.487
Brandon Boston Jr.,DribbleRange,1 Dribble,0.469
Brandon Boston Jr.,DribbleRange,2 Dribbles,0.457
Brandon Boston Jr.,DribbleRange,3-6 Dribbles,0.416
Brandon Boston Jr.,DribbleRange,7+ Dribbles,0.321
Brandon Boston Jr.,DefenderDistance,0-2 Feet - Very Tight,0.368
Brandon Boston Jr.,DefenderDistance,2-4 Feet - Tight,0.414
Brandon Boston Jr.,DefenderDistance,4-6 Feet - Open,0.427
Brandon Boston Jr.,DefenderDistance,6+ Feet - Wide Open,0.506
Brandon Boston Jr.,ShotClock,24-22,0.714
Brandon Boston Jr.,ShotClock,22-18 Very Early,0.6
Brandon Boston Jr.,ShotClock,18-15 Early,0.481
Brandon Boston Jr.,ShotClock,15-7 Average,0.394
Brandon Boston Jr.,ShotClock,7-4 Late,0.405
Brandon Boston Jr.,ShotClock,4-0 Very Late,0.326
Chris Boucher,TouchTime,Touch < 2 Seconds,0.489
Chris Boucher,TouchTime,Touch 2-6 Seconds,0.516
Chris Boucher,DribbleRange,0 Dribbles,0.476
Chris Boucher,DribbleRange,1 Dribble,0.564
Chris Boucher,DribbleRange,2 Dribbles,0.548
Chris Boucher,DribbleRange,3-6 Dribbles,0.545
Chris Boucher,DefenderDistance,0-2 Feet - Very Tight,0.452
Chris Boucher,DefenderDistance,2-4 Feet - Tight,0.611
Chris Boucher,DefenderDistance,4-6 Feet - Open,0.431
Chris Boucher,DefenderDistance,6+ Feet - Wide Open,0.427
Chris Boucher,ShotClock,24-22,0.704
Chris Boucher,ShotClock,22-18 Very Early,0.563
Chris Boucher,ShotClock,18-15 Early,0.38
Chris Boucher,ShotClock,15-7 Average,0.469
Chris Boucher,ShotClock,7-4 Late,0.48
Chris Boucher,ShotClock,4-0 Very Late,0.488
Christian Braun,TouchTime,Touch < 2 Seconds,0.604
Christian Braun,TouchTime,Touch 2-6 Seconds,0.559
Christian Braun,TouchTime,Touch 6+ Seconds,0.432
Christian Braun,DribbleRange,0 Dribbles,0.588
Christian Braun,DribbleRange,1 Dribble,0.592
Christian Braun,DribbleRange,2 Dribbles,0.61
Christian Braun,DribbleRange,3-6 Dribbles,0.545
Christian Braun,DribbleRange,7+ Dribbles,0.429
Christian Braun,DefenderDistance,0-2 Feet - Very Tight,0.368
Christian Braun,DefenderDistance,2-4 Feet - Tight,0.633
Christian Braun,DefenderDistance,4-6 Feet - Open,0.718
Christian Braun,DefenderDistance,6+ Feet - Wide Open,0.445
Christian Braun,ShotClock,24-22,0.625
Christian Braun,ShotClock,22-18 Very Early,0.667
Christian Braun,ShotClock,18-15 Early,0.609
Christian Braun,ShotClock,15-7 Average,0.537
Christian Braun,ShotClock,7-4 Late,0.5
Christian Braun,ShotClock,4-0 Very Late,0.385
Jalen Bridges,TouchTime,Touch < 2 Seconds,0.286
Jalen Bridges,DribbleRange,0 Dribbles,0.333
Jalen Bridges,DribbleRange,1 Dribble,0.0
Jalen Bridges,DefenderDistance,4-6 Feet - Open,0.25
Jalen Bridges,DefenderDistance,6+ Feet - Wide Open,0.333
Jalen Bridges,ShotClock,22-18 Very Early,0.0
Jalen Bridges,ShotClock,18-15 Early,1.0
Jalen Bridges,ShotClock,15-7 Average,0.333
Jalen Bridges,ShotClock,4-0 Very Late,0.0
Mikal Bridges,TouchTime,Touch < 2 Seconds,0.505
Mikal Bridges,TouchTime,Touch 2-6 Seconds,0.491
Mikal Bridges,TouchTime,Touch 6+ Seconds,0.5
Mikal Bridges,DribbleRange,0 Dribbles,0.494
Mikal Bridges,DribbleRange,1 Dribble,0.548
Mikal Bridges,DribbleRange,2 Dribbles,0.489
Mikal Bridges,DribbleRange,3-6 Dribbles,0.48
Mikal Bridges,DribbleRange,7+ Dribbles,0.523
Mikal Bridges,DefenderDistance,0-2 Feet - Very Tight,0.617
Mikal Bridges,DefenderDistance,2-4 Feet - Tight,0.555
Mikal Bridges,DefenderDistance,4-6 Feet - Open,0.462
Mikal Bridges,DefenderDistance,6+ Feet - Wide Open,0.488
Mikal Bridges,ShotClock,24-22,0.84
Mikal Bridges,ShotClock,22-18 Very Early,0.557
Mikal Bridges,ShotClock,18-15 Early,0.482
Mikal Bridges,ShotClock,15-7 Average,0.504
Mikal Bridges,ShotClock,7-4 Late,0.442
Mikal Bridges,ShotClock,4-0 Very Late,0.392
Miles Bridges,TouchTime,Touch < 2 Seconds,0.474
Miles Bridges,TouchTime,Touch 2-6 Seconds,0.403
Miles Bridges,TouchTime,Touch 6+ Seconds,0.402
Miles Bridges,DribbleRange,0 Dribbles,0.476
Miles Bridges,DribbleRange,1 Dribble,0.433
Miles Bridges,DribbleRange,2 Dribbles,0.417
Miles Bridges,DribbleRange,3-6 Dribbles,0.379
Miles Bridges,DribbleRange,7+ Dribbles,0.432
Miles Bridges,DefenderDistance,0-2 Feet - Very Tight,0.457
Miles Bridges,DefenderDistance,2-4 Feet - Tight,0.487
Miles Bridges,DefenderDistance,4-6 Feet - Open,0.37
Miles Bridges,DefenderDistance,6+ Feet - Wide Open,0.391
Miles Bridges,ShotClock,24-22,0.63
Miles Bridges,ShotClock,22-18 Very Early,0.517
Miles Bridges,ShotClock,18-15 Early,0.448
Miles Bridges,ShotClock,15-7 Average,0.434
Miles Bridges,ShotClock,7-4 Late,0.376
Miles Bridges,ShotClock,4-0 Very Late,0.273
Malcolm Brogdon,TouchTime,Touch < 2 Seconds,0.453
Malcolm Brogdon,TouchTime,Touch 2-6 Seconds,0.416
Malcolm Brogdon,TouchTime,Touch 6+ Seconds,0.444
Malcolm Brogdon,DribbleRange,0 Dribbles,0.392
Malcolm Brogdon,DribbleRange,1 Dribble,0.474
Malcolm Brogdon,DribbleRange,2 Dribbles,0.357
Malcolm Brogdon,DribbleRange,3-6 Dribbles,0.47
Malcolm Brogdon,DribbleRange,7+ Dribbles,0.441
Malcolm Brogdon,DefenderDistance,0-2 Feet - Very Tight,0.474
Malcolm Brogdon,DefenderDistance,2-4 Feet - Tight,0.471
Malcolm Brogdon,DefenderDistance,4-6 Feet - Open,0.348
Malcolm Brogdon,DefenderDistance,6+ Feet - Wide Open,0.407
Malcolm Brogdon,ShotClock,24-22,0.0
Malcolm Brogdon,ShotClock,22-18 Very Early,0.513
Malcolm Brogdon,ShotClock,18-15 Early,0.425
Malcolm Brogdon,ShotClock,15-7 Average,0.4
Malcolm Brogdon,ShotClock,7-4 Late,0.565
Malcolm Brogdon,ShotClock,4-0 Very Late,0.375
Keion Brooks Jr.,TouchTime,Touch < 2 Seconds,0.447
Keion Brooks Jr.,TouchTime,Touch 2-6 Seconds,0.633
Keion Brooks Jr.,TouchTime,Touch 6+ Seconds,0.0
Keion Brooks Jr.,DribbleRange,0 Dribbles,0.45
Keion Brooks Jr.,DribbleRange,1 Dribble,0.619
Keion Brooks Jr.,DribbleRange,2 Dribbles,0.538
Keion Brooks Jr.,DribbleRange,3-6 Dribbles,0.462
Keion Brooks Jr.,DribbleRange,7+ Dribbles,0.0
Keion Brooks Jr.,DefenderDistance,0-2 Feet - Very Tight,0.7
Keion Brooks Jr.,DefenderDistance,2-4 Feet - Tight,0.463
Keion Brooks Jr.,DefenderDistance,4-6 Feet - Open,0.591
Keion Brooks Jr.,DefenderDistance,6+ Feet - Wide Open,0.389
Keion Brooks Jr.,ShotClock,24-22,1.0
Keion Brooks Jr.,ShotClock,22-18 Very Early,0.6
Keion Brooks Jr.,ShotClock,18-15 Early,0.5
Keion Brooks Jr.,ShotClock,15-7 Average,0.404
Keion Brooks Jr.,ShotClock,7-4 Late,0.385
Keion Brooks Jr.,ShotClock,4-0 Very Late,0.538
Jaylen Brown,TouchTime,Touch < 2 Seconds,0.464
Jaylen Brown,TouchTime,Touch 2-6 Seconds,0.48
Jaylen Brown,TouchTime,Touch 6+ Seconds,0.436
Jaylen Brown,DribbleRange,0 Dribbles,0.459
Jaylen Brown,DribbleRange,1 Dribble,0.505
Jaylen Brown,DribbleRange,2 Dribbles,0.488
Jaylen Brown,DribbleRange,3-6 Dribbles,0.46
Jaylen Brown,DribbleRange,7+ Dribbles,0.442
Jaylen Brown,DefenderDistance,0-2 Feet - Very Tight,0.437
Jaylen Brown,DefenderDistance,2-4 Feet - Tight,0.537
Jaylen Brown,DefenderDistance,4-6 Feet - Open,0.376
Jaylen Brown,DefenderDistance,6+ Feet - Wide Open,0.469
Jaylen Brown,ShotClock,24-22,0.609
Jaylen Brown,ShotClock,22-18 Very Early,0.497
Jaylen Brown,ShotClock,18-15 Early,0.466
Jaylen Brown,ShotClock,15-7 Average,0.488
Jaylen Brown,ShotClock,7-4 Late,0.385
Jaylen Brown,ShotClock,4-0 Very Late,0.316
Kobe Brown,TouchTime,Touch < 2 Seconds,0.5
Kobe Brown,TouchTime,Touch 2-6 Seconds,0.4
Kobe Brown,TouchTime,Touch 6+ Seconds,0.333
Kobe Brown,DribbleRange,0 Dribbles,0.472
Kobe Brown,DribbleRange,1 Dribble,0.6
Kobe Brown,DribbleRange,2 Dribbles,0.375
Kobe Brown,DribbleRange,3-6 Dribbles,0.4
Kobe Brown,DribbleRange,7+ Dribbles,0.333
Kobe Brown,DefenderDistance,0-2 Feet - Very Tight,0.75
Kobe Brown,DefenderDistance,2-4 Feet - Tight,0.548
Kobe Brown,DefenderDistance,4-6 Feet - Open,0.385
Kobe Brown,DefenderDistance,6+ Feet - Wide Open,0.25
Kobe Brown,ShotClock,24-22,1.0
Kobe Brown,ShotClock,22-18 Very Early,0.222
Kobe Brown,ShotClock,18-15 Early,0.429
Kobe Brown,ShotClock,15-7 Average,0.474
Kobe Brown,ShotClock,7-4 Late,0.75
Kobe Brown,ShotClock,4-0 Very Late,0.125
Moses Brown,TouchTime,Touch < 2 Seconds,0.765
Moses Brown,TouchTime,Touch 2-6 Seconds,0.533
Moses Brown,DribbleRange,0 Dribbles,0.806
Moses Brown,DribbleRange,1 Dribble,0.5
Moses Brown,DribbleRange,2 Dribbles,0.25
Moses Brown,DribbleRange,3-6 Dribbles,1.0
Moses Brown,DefenderDistance,0-2 Feet - Very Tight,0.833
Moses Brown,DefenderDistance,2-4 Feet - Tight,0.629
Moses Brown,DefenderDistance,4-6 Feet - Open,0.857
Moses Brown,DefenderDistance,6+ Feet - Wide Open,1.0
Moses Brown,ShotClock,24-22,1.0
Moses Brown,ShotClock,22-18 Very Early,1.0
Moses Brown,ShotClock,18-15 Early,0.846
Moses Brown,ShotClock,15-7 Average,0.474
Moses Brown,ShotClock,7-4 Late,0.778
Moses Brown,ShotClock,4-0 Very Late,0.5
Jalen Brunson,TouchTime,Touch < 2 Seconds,0.473
Jalen Brunson,TouchTime,Touch 2-6 Seconds,0.467
Jalen Brunson,TouchTime,Touch 6+ Seconds,0.511
Jalen Brunson,DribbleRange,0 Dribbles,0.471
Jalen Brunson,DribbleRange,1 Dribble,0.485
Jalen Brunson,DribbleRange,2 Dribbles,0.477
Jalen Brunson,DribbleRange,3-6 Dribbles,0.464
Jalen Brunson,DribbleRange,7+ Dribbles,0.514
Jalen Brunson,DefenderDistance,0-2 Feet - Very Tight,0.5
Jalen Brunson,DefenderDistance,2-4 Feet - Tight,0.526
Jalen Brunson,DefenderDistance,4-6 Feet - Open,0.441
Jalen Brunson,DefenderDistance,6+ Feet - Wide Open,0.507
Jalen Brunson,ShotClock,24-22,0.6
Jalen Brunson,ShotClock,22-18 Very Early,0.514
Jalen Brunson,ShotClock,18-15 Early,0.545
Jalen Brunson,ShotClock,15-7 Average,0.487
Jalen Brunson,ShotClock,7-4 Late,0.453
Jalen Brunson,ShotClock,4-0 Very Late,0.429
Thomas Bryant,TouchTime,Touch < 2 Seconds,0.513
Thomas Bryant,TouchTime,Touch 2-6 Seconds,0.545
Thomas Bryant,DribbleRange,0 Dribbles,0.508
Thomas Bryant,DribbleRange,1 Dribble,0.538
Thomas Bryant,DribbleRange,2 Dribbles,0.833
Thomas Bryant,DribbleRange,3-6 Dribbles,0.4
Thomas Bryant,DefenderDistance,0-2 Feet - Very Tight,0.333
Thomas Bryant,DefenderDistance,2-4 Feet - Tight,0.667
Thomas Bryant,DefenderDistance,4-6 Feet - Open,0.596
Thomas Bryant,DefenderDistance,6+ Feet - Wide Open,0.368
Thomas Bryant,ShotClock,24-22,0.577
Thomas Bryant,ShotClock,22-18 Very Early,0.577
Thomas Bryant,ShotClock,18-15 Early,0.455
Thomas Bryant,ShotClock,15-7 Average,0.534
Thomas Bryant,ShotClock,7-4 Late,0.586
Thomas Bryant,ShotClock,4-0 Very Late,0.371
Kobe Bufkin,TouchTime,Touch < 2 Seconds,0.2
Kobe Bufkin,TouchTime,Touch 2-6 Seconds,0.625
Kobe Bufkin,TouchTime,Touch 6+ Seconds,0.364
Kobe Bufkin,DribbleRange,0 Dribbles,0.222
Kobe Bufkin,DribbleRange,1 Dribble,0.333
Kobe Bufkin,DribbleRange,2 Dribbles,0.5
Kobe Bufkin,DribbleRange,3-6 Dribbles,0.625
Kobe Bufkin,DribbleRange,7+ Dribbles,0.4
Kobe Bufkin,DefenderDistance,0-2 Feet - Very Tight,0.333
Kobe Bufkin,DefenderDistance,2-4 Feet - Tight,0.565
Kobe Bufkin,DefenderDistance,4-6 Feet - Open,0.222
Kobe Bufkin,DefenderDistance,6+ Feet - Wide Open,0.167
Kobe Bufkin,ShotClock,22-18 Very Early,0.167
Kobe Bufkin,ShotClock,18-15 Early,0.25
Kobe Bufkin,ShotClock,15-7 Average,0.563
Kobe Bufkin,ShotClock,7-4 Late,0.5
Kobe Bufkin,ShotClock,4-0 Very Late,0.333
Alec Burks,TouchTime,Touch < 2 Seconds,0.425
Alec Burks,TouchTime,Touch 2-6 Seconds,0.423
Alec Burks,TouchTime,Touch 6+ Seconds,0.429
Alec Burks,DribbleRange,0 Dribbles,0.433
Alec Burks,DribbleRange,1 Dribble,0.429
Alec Burks,DribbleRange,2 Dribbles,0.367
Alec Burks,DribbleRange,3-6 Dribbles,0.395
Alec Burks,DribbleRange,7+ Dribbles,0.75
Alec Burks,DefenderDistance,0-2 Feet - Very Tight,0.333
Alec Burks,DefenderDistance,2-4 Feet - Tight,0.368
Alec Burks,DefenderDistance,4-6 Feet - Open,0.454
Alec Burks,DefenderDistance,6+ Feet - Wide Open,0.438
Alec Burks,ShotClock,24-22,0.0
Alec Burks,ShotClock,22-18 Very Early,0.4
Alec Burks,ShotClock,18-15 Early,0.583
Alec Burks,ShotClock,15-7 Average,0.389
Alec Burks,ShotClock,7-4 Late,0.514
Alec Burks,ShotClock,4-0 Very Late,0.348
Jimmy Butler,TouchTime,Touch < 2 Seconds,0.525
Jimmy Butler,TouchTime,Touch 2-6 Seconds,0.471
Jimmy Butler,TouchTime,Touch 6+ Seconds,0.333
Jimmy Butler,DribbleRange,0 Dribbles,0.5
Jimmy Butler,DribbleRange,1 Dribble,0.583
Jimmy Butler,DribbleRange,2 Dribbles,0.59
Jimmy Butler,DribbleRange,3-6 Dribbles,0.351
Jimmy Butler,DribbleRange,7+ Dribbles,0.37
Jimmy Butler,DefenderDistance,0-2 Feet - Very Tight,0.44
Jimmy Butler,DefenderDistance,2-4 Feet - Tight,0.522
Jimmy Butler,DefenderDistance,4-6 Feet - Open,0.446
Jimmy Butler,DefenderDistance,6+ Feet - Wide Open,0.414
Jimmy Butler,ShotClock,24-22,0.588
Jimmy Butler,ShotClock,22-18 Very Early,0.615
Jimmy Butler,ShotClock,18-15 Early,0.429
Jimmy Butler,ShotClock,15-7 Average,0.475
Jimmy Butler,ShotClock,7-4 Late,0.486
Jimmy Butler,ShotClock,4-0 Very Late,0.311
Matas Buzelis,TouchTime,Touch < 2 Seconds,0.456
Matas Buzelis,TouchTime,Touch 2-6 Seconds,0.455
Matas Buzelis,TouchTime,Touch 6+ Seconds,0.432
Matas Buzelis,DribbleRange,0 Dribbles,0.434
Matas Buzelis,DribbleRange,1 Dribble,0.554
Matas Buzelis,DribbleRange,2 Dribbles,0.549
Matas Buzelis,DribbleRange,3-6 Dribbles,0.424
Matas Buzelis,DribbleRange,7+ Dribbles,0.417
Matas Buzelis,DefenderDistance,0-2 Feet - Very Tight,0.412
Matas Buzelis,DefenderDistance,2-4 Feet - Tight,0.514
Matas Buzelis,DefenderDistance,4-6 Feet - Open,0.442
Matas Buzelis,DefenderDistance,6+ Feet - Wide Open,0.389
Matas Buzelis,ShotClock,24-22,0.444
Matas Buzelis,ShotClock,22-18 Very Early,0.587
Matas Buzelis,ShotClock,18-15 Early,0.5
Matas Buzelis,ShotClock,15-7 Average,0.406
Matas Buzelis,ShotClock,7-4 Late,0.381
Matas Buzelis,ShotClock,4-0 Very Late,0.378
Jamal Cain,TouchTime,Touch < 2 Seconds,0.38
Jamal Cain,TouchTime,Touch 2-6 Seconds,0.484
Jamal Cain,TouchTime,Touch 6+ Seconds,0.75
Jamal Cain,DribbleRange,0 Dribbles,0.35
Jamal Cain,DribbleRange,1 Dribble,0.526
Jamal Cain,DribbleRange,2 Dribbles,0.545
Jamal Cain,DribbleRange,3-6 Dribbles,0.471
Jamal Cain,DribbleRange,7+ Dribbles,0.667
Jamal Cain,DefenderDistance,0-2 Feet - Very Tight,0.5
Jamal Cain,DefenderDistance,2-4 Feet - Tight,0.538
Jamal Cain,DefenderDistance,4-6 Feet - Open,0.379
Jamal Cain,DefenderDistance,6+ Feet - Wide Open,0.364
Jamal Cain,ShotClock,24-22,0.5
Jamal Cain,ShotClock,22-18 Very Early,0.367
Jamal Cain,ShotClock,18-15 Early,0.346
Jamal Cain,ShotClock,15-7 Average,0.507
Jamal Cain,ShotClock,7-4 Late,0.25
Jamal Cain,ShotClock,4-0 Very Late,0.462
Toumani Camara,TouchTime,Touch < 2 Seconds,0.453
Toumani Camara,TouchTime,Touch 2-6 Seconds,0.478
Toumani Camara,TouchTime,Touch 6+ Seconds,0.389
Toumani Camara,DribbleRange,0 Dribbles,0.45
Toumani Camara,DribbleRange,1 Dribble,0.433
Toumani Camara,DribbleRange,2 Dribbles,0.505
Toumani Camara,DribbleRange,3-6 Dribbles,0.468
Toumani Camara,DribbleRange,7+ Dribbles,0.5
Toumani Camara,DefenderDistance,0-2 Feet - Very Tight,0.31
Toumani Camara,DefenderDistance,2-4 Feet - Tight,0.527
Toumani Camara,DefenderDistance,4-6 Feet - Open,0.5
Toumani Camara,DefenderDistance,6+ Feet - Wide Open,0.412
Toumani Camara,ShotClock,24-22,0.531
Toumani Camara,ShotClock,22-18 Very Early,0.526
Toumani Camara,ShotClock,18-15 Early,0.474
Toumani Camara,ShotClock,15-7 Average,0.44
Toumani Camara,ShotClock,7-4 Late,0.469
Toumani Camara,ShotClock,4-0 Very Late,0.321
Branden Carlson,TouchTime,Touch < 2 Seconds,0.443
Branden Carlson,TouchTime,Touch 2-6 Seconds,0.444
Branden Carlson,DribbleRange,0 Dribbles,0.442
Branden Carlson,DribbleRange,1 Dribble,0.333
Branden Carlson,DribbleRange,2 Dribbles,0.5
Branden Carlson,DribbleRange,3-6 Dribbles,0.667
Branden Carlson,DefenderDistance,0-2 Feet - Very Tight,0.0
Branden Carlson,DefenderDistance,2-4 Feet - Tight,0.696
Branden Carlson,DefenderDistance,4-6 Feet - Open,0.333
Branden Carlson,DefenderDistance,6+ Feet - Wide Open,0.409
Branden Carlson,ShotClock,24-22,0.8
Branden Carlson,ShotClock,22-18 Very Early,0.333
Branden Carlson,ShotClock,18-15 Early,0.333
Branden Carlson,ShotClock,15-7 Average,0.553
Branden Carlson,ShotClock,7-4 Late,0.0
Branden Carlson,ShotClock,4-0 Very Late,0.2
Carlton Carrington,TouchTime,Touch < 2 Seconds,0.39
Carlton Carrington,TouchTime,Touch 2-6 Seconds,0.406
Carlton Carrington,TouchTime,Touch 6+ Seconds,0.414
Carlton Carrington,DribbleRange,0 Dribbles,0.369
Carlton Carrington,DribbleRange,1 Dribble,0.422
Carlton Carrington,DribbleRange,2 Dribbles,0.405
Carlton Carrington,DribbleRange,3-6 Dribbles,0.435
Carlton Carrington,DribbleRange,7+ Dribbles,0.403
Carlton Carrington,DefenderDistance,0-2 Feet - Very Tight,0.286
Carlton Carrington,DefenderDistance,2-4 Feet - Tight,0.425
Carlton Carrington,DefenderDistance,4-6 Feet - Open,0.417
Carlton Carrington,DefenderDistance,6+ Feet - Wide Open,0.369
Carlton Carrington,ShotClock,24-22,0.4
Carlton Carrington,ShotClock,22-18 Very Early,0.463
Carlton Carrington,ShotClock,18-15 Early,0.414
Carlton Carrington,ShotClock,15-7 Average,0.404
Carlton Carrington,ShotClock,7-4 Late,0.338
Carlton Carrington,ShotClock,4-0 Very Late,0.318
Devin Carter,TouchTime,Touch < 2 Seconds,0.434
Devin Carter,TouchTime,Touch 2-6 Seconds,0.347
Devin Carter,TouchTime,Touch 6+ Seconds,0.28
Devin Carter,DribbleRange,0 Dribbles,0.46
Devin Carter,DribbleRange,1 Dribble,0.294
Devin Carter,DribbleRange,2 Dribbles,0.25
Devin Carter,DribbleRange,3-6 Dribbles,0.344
Devin Carter,DribbleRange,7+ Dribbles,0.3
Devin Carter,DefenderDistance,0-2 Feet - Very Tight,0.111
Devin Carter,DefenderDistance,2-4 Feet - Tight,0.383
Devin Carter,DefenderDistance,4-6 Feet - Open,0.308
Devin Carter,DefenderDistance,6+ Feet - Wide Open,0.5
Devin Carter,ShotClock,24-22,1.0
Devin Carter,ShotClock,22-18 Very Early,0.474
Devin Carter,ShotClock,18-15 Early,0.36
Devin Carter,ShotClock,15-7 Average,0.34
Devin Carter,ShotClock,7-4 Late,0.444
Devin Carter,ShotClock,4-0 Very Late,0.25
Jevon Carter,TouchTime,Touch < 2 Seconds,0.429
Jevon Carter,TouchTime,Touch 2-6 Seconds,0.349
Jevon Carter,TouchTime,Touch 6+ Seconds,0.231
Jevon Carter,DribbleRange,0 Dribbles,0.39
Jevon Carter,DribbleRange,1 Dribble,0.318
Jevon Carter,DribbleRange,2 Dribbles,0.5
Jevon Carter,DribbleRange,3-6 Dribbles,0.381
Jevon Carter,DribbleRange,7+ Dribbles,0.273
Jevon Carter,DefenderDistance,0-2 Feet - Very Tight,0.0
Jevon Carter,DefenderDistance,2-4 Feet - Tight,0.478
Jevon Carter,DefenderDistance,4-6 Feet - Open,0.377
Jevon Carter,DefenderDistance,6+ Feet - Wide Open,0.356
Jevon Carter,ShotClock,24-22,1.0
Jevon Carter,ShotClock,22-18 Very Early,0.371
Jevon Carter,ShotClock,18-15 Early,0.381
Jevon Carter,ShotClock,15-7 Average,0.353
Jevon Carter,ShotClock,7-4 Late,0.417
Jevon Carter,ShotClock,4-0 Very Late,0.444
Wendell Carter Jr.,TouchTime,Touch < 2 Seconds,0.461
Wendell Carter Jr.,TouchTime,Touch 2-6 Seconds,0.463
Wendell Carter Jr.,TouchTime,Touch 6+ Seconds,0.375
Wendell Carter Jr.,DribbleRange,0 Dribbles,0.456
Wendell Carter Jr.,DribbleRange,1 Dribble,0.524
Wendell Carter Jr.,DribbleRange,2 Dribbles,0.366
Wendell Carter Jr.,DribbleRange,3-6 Dribbles,0.6
Wendell Carter Jr.,DribbleRange,7+ Dribbles,0.0
Wendell Carter Jr.,DefenderDistance,0-2 Feet - Very Tight,0.455
Wendell Carter Jr.,DefenderDistance,2-4 Feet - Tight,0.598
Wendell Carter Jr.,DefenderDistance,4-6 Feet - Open,0.449
Wendell Carter Jr.,DefenderDistance,6+ Feet - Wide Open,0.307
Wendell Carter Jr.,ShotClock,24-22,0.567
Wendell Carter Jr.,ShotClock,22-18 Very Early,0.32
Wendell Carter Jr.,ShotClock,18-15 Early,0.266
Wendell Carter Jr.,ShotClock,15-7 Average,0.514
Wendell Carter Jr.,ShotClock,7-4 Late,0.521
Wendell Carter Jr.,ShotClock,4-0 Very Late,0.316
D.J. Carton,TouchTime,Touch < 2 Seconds,0.25
D.J. Carton,TouchTime,Touch 2-6 Seconds,0.0
D.J. Carton,DribbleRange,0 Dribbles,0.0
D.J. Carton,DribbleRange,1 Dribble,1.0
D.J. Carton,DribbleRange,2 Dribbles,0.0
D.J. Carton,DribbleRange,3-6 Dribbles,0.0
D.J. Carton,DefenderDistance,0-2 Feet - Very Tight,0.0
D.J. Carton,DefenderDistance,2-4 Feet - Tight,0.0
D.J. Carton,DefenderDistance,4-6 Feet - Open,0.333
D.J. Carton,DefenderDistance,6+ Feet - Wide Open,0.0
D.J. Carton,ShotClock,22-18 Very Early,1.0
D.J. Carton,ShotClock,15-7 Average,0.0
D.J. Carton,ShotClock,4-0 Very Late,0.0
Alex Caruso,TouchTime,Touch < 2 Seconds,0.452
Alex Caruso,TouchTime,Touch 2-6 Seconds,0.411
Alex Caruso,TouchTime,Touch 6+ Seconds,0.538
Alex Caruso,DribbleRange,0 Dribbles,0.436
