Player,ContextType,ContextValue,FG_PCT
Ryan Rollins,DefenderDistance,2-4 Feet - Tight,0.459
Ryan Rollins,DefenderDistance,4-6 Feet - Open,0.551
Ryan Rollins,DefenderDistance,6+ Feet - Wide Open,0.494
Ryan Rollins,ShotClock,24-22,1.0
Ryan Rollins,ShotClock,22-18 Very Early,0.556
Ryan Rollins,ShotClock,18-15 Early,0.417
Ryan Rollins,ShotClock,15-7 Average,0.544
Ryan Rollins,ShotClock,7-4 Late,0.516
Ryan Rollins,ShotClock,4-0 Very Late,0.2
Jackson Rowe,TouchTime,Touch < 2 Seconds,0.533
Jackson Rowe,TouchTime,Touch 2-6 Seconds,0.0
Jackson Rowe,DribbleRange,0 Dribbles,0.538
Jackson Rowe,DribbleRange,1 Dribble,1.0
Jackson Rowe,DribbleRange,2 Dribbles,0.0
Jackson Rowe,DribbleRange,3-6 Dribbles,0.0
Jackson Rowe,DefenderDistance,0-2 Feet - Very Tight,1.0
Jackson Rowe,DefenderDistance,2-4 Feet - Tight,0.25
Jackson Rowe,DefenderDistance,4-6 Feet - Open,0.5
Jackson Rowe,DefenderDistance,6+ Feet - Wide Open,0.333
Jackson Rowe,ShotClock,22-18 Very Early,0.6
Jackson Rowe,ShotClock,18-15 Early,0.667
Jackson Rowe,ShotClock,15-7 Average,0.375
Jackson Rowe,ShotClock,4-0 Very Late,0.0
Terry Rozier,TouchTime,Touch < 2 Seconds,0.346
Terry Rozier,TouchTime,Touch 2-6 Seconds,0.433
Terry Rozier,TouchTime,Touch 6+ Seconds,0.385
Terry Rozier,DribbleRange,0 Dribbles,0.372
Terry Rozier,DribbleRange,1 Dribble,0.273
Terry Rozier,DribbleRange,2 Dribbles,0.527
Terry Rozier,DribbleRange,3-6 Dribbles,0.378
Terry Rozier,DribbleRange,7+ Dribbles,0.415
Terry Rozier,DefenderDistance,0-2 Feet - Very Tight,0.533
Terry Rozier,DefenderDistance,2-4 Feet - Tight,0.413
Terry Rozier,DefenderDistance,4-6 Feet - Open,0.348
Terry Rozier,DefenderDistance,6+ Feet - Wide Open,0.381
Terry Rozier,ShotClock,24-22,0.5
Terry Rozier,ShotClock,22-18 Very Early,0.49
Terry Rozier,ShotClock,18-15 Early,0.38
Terry Rozier,ShotClock,15-7 Average,0.39
Terry Rozier,ShotClock,7-4 Late,0.373
Terry Rozier,ShotClock,4-0 Very Late,0.237
Rayan Rupert,TouchTime,Touch < 2 Seconds,0.407
Rayan Rupert,TouchTime,Touch 2-6 Seconds,0.423
Rayan Rupert,TouchTime,Touch 6+ Seconds,0.333
Rayan Rupert,DribbleRange,0 Dribbles,0.381
Rayan Rupert,DribbleRange,1 Dribble,0.444
Rayan Rupert,DribbleRange,2 Dribbles,0.667
Rayan Rupert,DribbleRange,3-6 Dribbles,0.385
Rayan Rupert,DribbleRange,7+ Dribbles,0.3
Rayan Rupert,DefenderDistance,0-2 Feet - Very Tight,0.625
Rayan Rupert,DefenderDistance,2-4 Feet - Tight,0.448
Rayan Rupert,DefenderDistance,4-6 Feet - Open,0.351
Rayan Rupert,DefenderDistance,6+ Feet - Wide Open,0.359
Rayan Rupert,ShotClock,24-22,1.0
Rayan Rupert,ShotClock,22-18 Very Early,0.429
Rayan Rupert,ShotClock,18-15 Early,0.286
Rayan Rupert,ShotClock,15-7 Average,0.349
Rayan Rupert,ShotClock,7-4 Late,0.545
Rayan Rupert,ShotClock,4-0 Very Late,0.364
Matt Ryan,TouchTime,Touch < 2 Seconds,0.36
Matt Ryan,TouchTime,Touch 2-6 Seconds,0.167
Matt Ryan,DribbleRange,0 Dribbles,0.333
Matt Ryan,DribbleRange,1 Dribble,0.375
Matt Ryan,DribbleRange,2 Dribbles,0.5
Matt Ryan,DribbleRange,3-6 Dribbles,0.0
Matt Ryan,DefenderDistance,2-4 Feet - Tight,0.286
Matt Ryan,DefenderDistance,4-6 Feet - Open,0.375
Matt Ryan,DefenderDistance,6+ Feet - Wide Open,0.333
Matt Ryan,ShotClock,22-18 Very Early,0.75
Matt Ryan,ShotClock,18-15 Early,0.667
Matt Ryan,ShotClock,15-7 Average,0.19
Matt Ryan,ShotClock,7-4 Late,0.0
Matt Ryan,ShotClock,4-0 Very Late,0.5
Domantas Sabonis,TouchTime,Touch < 2 Seconds,0.606
Domantas Sabonis,TouchTime,Touch 2-6 Seconds,0.561
Domantas Sabonis,TouchTime,Touch 6+ Seconds,0.5
Domantas Sabonis,DribbleRange,0 Dribbles,0.596
Domantas Sabonis,DribbleRange,1 Dribble,0.635
Domantas Sabonis,DribbleRange,2 Dribbles,0.519
Domantas Sabonis,DribbleRange,3-6 Dribbles,0.522
Domantas Sabonis,DribbleRange,7+ Dribbles,0.611
Domantas Sabonis,DefenderDistance,0-2 Feet - Very Tight,0.544
Domantas Sabonis,DefenderDistance,2-4 Feet - Tight,0.657
Domantas Sabonis,DefenderDistance,4-6 Feet - Open,0.635
Domantas Sabonis,DefenderDistance,6+ Feet - Wide Open,0.446
Domantas Sabonis,ShotClock,24-22,0.535
Domantas Sabonis,ShotClock,22-18 Very Early,0.613
Domantas Sabonis,ShotClock,18-15 Early,0.579
Domantas Sabonis,ShotClock,15-7 Average,0.625
Domantas Sabonis,ShotClock,7-4 Late,0.519
Domantas Sabonis,ShotClock,4-0 Very Late,0.475
Tidjane Salaün,TouchTime,Touch < 2 Seconds,0.338
Tidjane Salaün,TouchTime,Touch 2-6 Seconds,0.325
Tidjane Salaün,TouchTime,Touch 6+ Seconds,0.25
Tidjane Salaün,DribbleRange,0 Dribbles,0.333
Tidjane Salaün,DribbleRange,1 Dribble,0.383
Tidjane Salaün,DribbleRange,2 Dribbles,0.342
Tidjane Salaün,DribbleRange,3-6 Dribbles,0.29
Tidjane Salaün,DribbleRange,7+ Dribbles,0.222
Tidjane Salaün,DefenderDistance,0-2 Feet - Very Tight,0.412
Tidjane Salaün,DefenderDistance,2-4 Feet - Tight,0.369
Tidjane Salaün,DefenderDistance,4-6 Feet - Open,0.361
Tidjane Salaün,DefenderDistance,6+ Feet - Wide Open,0.256
Tidjane Salaün,ShotClock,24-22,0.5
Tidjane Salaün,ShotClock,22-18 Very Early,0.341
Tidjane Salaün,ShotClock,18-15 Early,0.357
Tidjane Salaün,ShotClock,15-7 Average,0.295
Tidjane Salaün,ShotClock,7-4 Late,0.323
Tidjane Salaün,ShotClock,4-0 Very Late,0.378
Adama Sanogo,TouchTime,Touch < 2 Seconds,0.667
Adama Sanogo,TouchTime,Touch 2-6 Seconds,0.0
Adama Sanogo,DribbleRange,0 Dribbles,0.6
Adama Sanogo,DribbleRange,1 Dribble,0.5
Adama Sanogo,DefenderDistance,0-2 Feet - Very Tight,1.0
Adama Sanogo,DefenderDistance,2-4 Feet - Tight,0.5
Adama Sanogo,DefenderDistance,4-6 Feet - Open,0.0
Adama Sanogo,DefenderDistance,6+ Feet - Wide Open,1.0
Adama Sanogo,ShotClock,22-18 Very Early,0.5
Adama Sanogo,ShotClock,15-7 Average,0.333
Adama Sanogo,ShotClock,7-4 Late,1.0
Adama Sanogo,ShotClock,4-0 Very Late,1.0
Gui Santos,TouchTime,Touch < 2 Seconds,0.458
Gui Santos,TouchTime,Touch 2-6 Seconds,0.435
Gui Santos,TouchTime,Touch 6+ Seconds,1.0
Gui Santos,DribbleRange,0 Dribbles,0.459
Gui Santos,DribbleRange,1 Dribble,0.571
Gui Santos,DribbleRange,2 Dribbles,0.4
Gui Santos,DribbleRange,3-6 Dribbles,0.3
Gui Santos,DribbleRange,7+ Dribbles,0.5
Gui Santos,DefenderDistance,0-2 Feet - Very Tight,0.429
Gui Santos,DefenderDistance,2-4 Feet - Tight,0.561
Gui Santos,DefenderDistance,4-6 Feet - Open,0.414
Gui Santos,DefenderDistance,6+ Feet - Wide Open,0.438
Gui Santos,ShotClock,24-22,0.5
Gui Santos,ShotClock,22-18 Very Early,0.522
Gui Santos,ShotClock,18-15 Early,0.593
Gui Santos,ShotClock,15-7 Average,0.462
Gui Santos,ShotClock,7-4 Late,0.333
Gui Santos,ShotClock,4-0 Very Late,0.235
Alexandre Sarr,TouchTime,Touch < 2 Seconds,0.38
Alexandre Sarr,TouchTime,Touch 2-6 Seconds,0.436
Alexandre Sarr,TouchTime,Touch 6+ Seconds,0.294
Alexandre Sarr,DribbleRange,0 Dribbles,0.362
Alexandre Sarr,DribbleRange,1 Dribble,0.474
Alexandre Sarr,DribbleRange,2 Dribbles,0.429
Alexandre Sarr,DribbleRange,3-6 Dribbles,0.376
Alexandre Sarr,DribbleRange,7+ Dribbles,0.333
Alexandre Sarr,DefenderDistance,0-2 Feet - Very Tight,0.37
Alexandre Sarr,DefenderDistance,2-4 Feet - Tight,0.432
Alexandre Sarr,DefenderDistance,4-6 Feet - Open,0.366
Alexandre Sarr,DefenderDistance,6+ Feet - Wide Open,0.374
Alexandre Sarr,ShotClock,24-22,0.458
Alexandre Sarr,ShotClock,22-18 Very Early,0.511
Alexandre Sarr,ShotClock,18-15 Early,0.404
Alexandre Sarr,ShotClock,15-7 Average,0.372
Alexandre Sarr,ShotClock,7-4 Late,0.452
Alexandre Sarr,ShotClock,4-0 Very Late,0.189
Marcus Sasser,TouchTime,Touch < 2 Seconds,0.421
Marcus Sasser,TouchTime,Touch 2-6 Seconds,0.523
Marcus Sasser,TouchTime,Touch 6+ Seconds,0.397
Marcus Sasser,DribbleRange,0 Dribbles,0.431
Marcus Sasser,DribbleRange,1 Dribble,0.481
Marcus Sasser,DribbleRange,2 Dribbles,0.485
Marcus Sasser,DribbleRange,3-6 Dribbles,0.516
Marcus Sasser,DribbleRange,7+ Dribbles,0.397
Marcus Sasser,DefenderDistance,0-2 Feet - Very Tight,0.3
Marcus Sasser,DefenderDistance,2-4 Feet - Tight,0.5
Marcus Sasser,DefenderDistance,4-6 Feet - Open,0.5
Marcus Sasser,DefenderDistance,6+ Feet - Wide Open,0.426
Marcus Sasser,ShotClock,24-22,0.667
Marcus Sasser,ShotClock,22-18 Very Early,0.519
Marcus Sasser,ShotClock,18-15 Early,0.426
Marcus Sasser,ShotClock,15-7 Average,0.481
Marcus Sasser,ShotClock,7-4 Late,0.308
Marcus Sasser,ShotClock,4-0 Very Late,0.414
Baylor Scheierman,TouchTime,Touch < 2 Seconds,0.321
Baylor Scheierman,TouchTime,Touch 2-6 Seconds,0.444
Baylor Scheierman,TouchTime,Touch 6+ Seconds,0.5
Baylor Scheierman,DribbleRange,0 Dribbles,0.329
Baylor Scheierman,DribbleRange,1 Dribble,0.231
Baylor Scheierman,DribbleRange,2 Dribbles,0.667
Baylor Scheierman,DribbleRange,3-6 Dribbles,0.438
Baylor Scheierman,DribbleRange,7+ Dribbles,0.5
Baylor Scheierman,DefenderDistance,0-2 Feet - Very Tight,0.0
Baylor Scheierman,DefenderDistance,2-4 Feet - Tight,0.444
Baylor Scheierman,DefenderDistance,4-6 Feet - Open,0.222
Baylor Scheierman,DefenderDistance,6+ Feet - Wide Open,0.391
Baylor Scheierman,ShotClock,24-22,0.0
Baylor Scheierman,ShotClock,22-18 Very Early,0.273
Baylor Scheierman,ShotClock,18-15 Early,0.375
Baylor Scheierman,ShotClock,15-7 Average,0.404
Baylor Scheierman,ShotClock,7-4 Late,0.273
Baylor Scheierman,ShotClock,4-0 Very Late,0.364
Alperen Sengun,TouchTime,Touch < 2 Seconds,0.488
Alperen Sengun,TouchTime,Touch 2-6 Seconds,0.516
Alperen Sengun,TouchTime,Touch 6+ Seconds,0.462
Alperen Sengun,DribbleRange,0 Dribbles,0.46
Alperen Sengun,DribbleRange,1 Dribble,0.584
Alperen Sengun,DribbleRange,2 Dribbles,0.472
Alperen Sengun,DribbleRange,3-6 Dribbles,0.516
Alperen Sengun,DribbleRange,7+ Dribbles,0.529
Alperen Sengun,DefenderDistance,0-2 Feet - Very Tight,0.549
Alperen Sengun,DefenderDistance,2-4 Feet - Tight,0.509
Alperen Sengun,DefenderDistance,4-6 Feet - Open,0.493
Alperen Sengun,DefenderDistance,6+ Feet - Wide Open,0.373
Alperen Sengun,ShotClock,24-22,0.408
Alperen Sengun,ShotClock,22-18 Very Early,0.651
Alperen Sengun,ShotClock,18-15 Early,0.529
Alperen Sengun,ShotClock,15-7 Average,0.506
Alperen Sengun,ShotClock,7-4 Late,0.48
Alperen Sengun,ShotClock,4-0 Very Late,0.421
Brice Sensabaugh,TouchTime,Touch < 2 Seconds,0.445
Brice Sensabaugh,TouchTime,Touch 2-6 Seconds,0.478
Brice Sensabaugh,TouchTime,Touch 6+ Seconds,0.488
Brice Sensabaugh,DribbleRange,0 Dribbles,0.457
Brice Sensabaugh,DribbleRange,1 Dribble,0.411
Brice Sensabaugh,DribbleRange,2 Dribbles,0.582
Brice Sensabaugh,DribbleRange,3-6 Dribbles,0.443
Brice Sensabaugh,DribbleRange,7+ Dribbles,0.394
Brice Sensabaugh,DefenderDistance,0-2 Feet - Very Tight,0.435
Brice Sensabaugh,DefenderDistance,2-4 Feet - Tight,0.425
Brice Sensabaugh,DefenderDistance,4-6 Feet - Open,0.459
Brice Sensabaugh,DefenderDistance,6+ Feet - Wide Open,0.492
Brice Sensabaugh,ShotClock,24-22,0.333
Brice Sensabaugh,ShotClock,22-18 Very Early,0.58
Brice Sensabaugh,ShotClock,18-15 Early,0.495
Brice Sensabaugh,ShotClock,15-7 Average,0.446
Brice Sensabaugh,ShotClock,7-4 Late,0.509
Brice Sensabaugh,ShotClock,4-0 Very Late,0.19
Landry Shamet,TouchTime,Touch < 2 Seconds,0.428
Landry Shamet,TouchTime,Touch 2-6 Seconds,0.558
Landry Shamet,TouchTime,Touch 6+ Seconds,0.6
Landry Shamet,DribbleRange,0 Dribbles,0.464
Landry Shamet,DribbleRange,1 Dribble,0.333
Landry Shamet,DribbleRange,2 Dribbles,0.407
Landry Shamet,DribbleRange,3-6 Dribbles,0.583
Landry Shamet,DribbleRange,7+ Dribbles,0.75
Landry Shamet,DefenderDistance,0-2 Feet - Very Tight,0.333
Landry Shamet,DefenderDistance,2-4 Feet - Tight,0.481
Landry Shamet,DefenderDistance,4-6 Feet - Open,0.465
Landry Shamet,DefenderDistance,6+ Feet - Wide Open,0.44
Landry Shamet,ShotClock,22-18 Very Early,0.5
Landry Shamet,ShotClock,18-15 Early,0.345
Landry Shamet,ShotClock,15-7 Average,0.482
Landry Shamet,ShotClock,7-4 Late,0.5
Landry Shamet,ShotClock,4-0 Very Late,0.316
Terrence Shannon Jr.,TouchTime,Touch < 2 Seconds,0.515
Terrence Shannon Jr.,TouchTime,Touch 2-6 Seconds,0.455
Terrence Shannon Jr.,TouchTime,Touch 6+ Seconds,0.25
Terrence Shannon Jr.,DribbleRange,0 Dribbles,0.455
Terrence Shannon Jr.,DribbleRange,1 Dribble,0.621
Terrence Shannon Jr.,DribbleRange,2 Dribbles,0.5
Terrence Shannon Jr.,DribbleRange,3-6 Dribbles,0.357
Terrence Shannon Jr.,DribbleRange,7+ Dribbles,0.0
Terrence Shannon Jr.,DefenderDistance,0-2 Feet - Very Tight,0.625
Terrence Shannon Jr.,DefenderDistance,2-4 Feet - Tight,0.508
Terrence Shannon Jr.,DefenderDistance,4-6 Feet - Open,0.526
Terrence Shannon Jr.,DefenderDistance,6+ Feet - Wide Open,0.346
Terrence Shannon Jr.,ShotClock,24-22,1.0
Terrence Shannon Jr.,ShotClock,22-18 Very Early,0.667
Terrence Shannon Jr.,ShotClock,18-15 Early,0.667
Terrence Shannon Jr.,ShotClock,15-7 Average,0.371
Terrence Shannon Jr.,ShotClock,7-4 Late,0.375
Terrence Shannon Jr.,ShotClock,4-0 Very Late,0.5
Day'Ron Sharpe,TouchTime,Touch < 2 Seconds,0.528
Day'Ron Sharpe,TouchTime,Touch 2-6 Seconds,0.5
Day'Ron Sharpe,TouchTime,Touch 6+ Seconds,0.0
Day'Ron Sharpe,DribbleRange,0 Dribbles,0.545
Day'Ron Sharpe,DribbleRange,1 Dribble,0.447
Day'Ron Sharpe,DribbleRange,2 Dribbles,0.522
Day'Ron Sharpe,DribbleRange,3-6 Dribbles,0.435
Day'Ron Sharpe,DefenderDistance,0-2 Feet - Very Tight,0.54
Day'Ron Sharpe,DefenderDistance,2-4 Feet - Tight,0.553
Day'Ron Sharpe,DefenderDistance,4-6 Feet - Open,0.469
Day'Ron Sharpe,DefenderDistance,6+ Feet - Wide Open,0.404
Day'Ron Sharpe,ShotClock,24-22,0.489
Day'Ron Sharpe,ShotClock,22-18 Very Early,0.739
Day'Ron Sharpe,ShotClock,18-15 Early,0.5
Day'Ron Sharpe,ShotClock,15-7 Average,0.503
Day'Ron Sharpe,ShotClock,7-4 Late,0.536
Day'Ron Sharpe,ShotClock,4-0 Very Late,0.5
Shaedon Sharpe,TouchTime,Touch < 2 Seconds,0.432
Shaedon Sharpe,TouchTime,Touch 2-6 Seconds,0.459
Shaedon Sharpe,TouchTime,Touch 6+ Seconds,0.477
Shaedon Sharpe,DribbleRange,0 Dribbles,0.423
Shaedon Sharpe,DribbleRange,1 Dribble,0.462
Shaedon Sharpe,DribbleRange,2 Dribbles,0.44
Shaedon Sharpe,DribbleRange,3-6 Dribbles,0.474
Shaedon Sharpe,DribbleRange,7+ Dribbles,0.469
Shaedon Sharpe,DefenderDistance,0-2 Feet - Very Tight,0.446
Shaedon Sharpe,DefenderDistance,2-4 Feet - Tight,0.567
Shaedon Sharpe,DefenderDistance,4-6 Feet - Open,0.396
Shaedon Sharpe,DefenderDistance,6+ Feet - Wide Open,0.364
Shaedon Sharpe,ShotClock,24-22,0.727
Shaedon Sharpe,ShotClock,22-18 Very Early,0.548
Shaedon Sharpe,ShotClock,18-15 Early,0.453
Shaedon Sharpe,ShotClock,15-7 Average,0.415
Shaedon Sharpe,ShotClock,7-4 Late,0.35
Shaedon Sharpe,ShotClock,4-0 Very Late,0.403
Jamal Shead,TouchTime,Touch < 2 Seconds,0.361
Jamal Shead,TouchTime,Touch 2-6 Seconds,0.473
Jamal Shead,TouchTime,Touch 6+ Seconds,0.368
Jamal Shead,DribbleRange,0 Dribbles,0.39
Jamal Shead,DribbleRange,1 Dribble,0.294
Jamal Shead,DribbleRange,2 Dribbles,0.474
Jamal Shead,DribbleRange,3-6 Dribbles,0.441
Jamal Shead,DribbleRange,7+ Dribbles,0.39
Jamal Shead,DefenderDistance,0-2 Feet - Very Tight,0.541
Jamal Shead,DefenderDistance,2-4 Feet - Tight,0.462
Jamal Shead,DefenderDistance,4-6 Feet - Open,0.287
Jamal Shead,DefenderDistance,6+ Feet - Wide Open,0.375
Jamal Shead,ShotClock,24-22,0.455
Jamal Shead,ShotClock,22-18 Very Early,0.476
Jamal Shead,ShotClock,18-15 Early,0.411
Jamal Shead,ShotClock,15-7 Average,0.385
Jamal Shead,ShotClock,7-4 Late,0.408
Jamal Shead,ShotClock,4-0 Very Late,0.333
Ben Sheppard,TouchTime,Touch < 2 Seconds,0.42
Ben Sheppard,TouchTime,Touch 2-6 Seconds,0.381
Ben Sheppard,TouchTime,Touch 6+ Seconds,1.0
Ben Sheppard,DribbleRange,0 Dribbles,0.409
Ben Sheppard,DribbleRange,1 Dribble,0.516
Ben Sheppard,DribbleRange,2 Dribbles,0.316
Ben Sheppard,DribbleRange,3-6 Dribbles,0.4
Ben Sheppard,DribbleRange,7+ Dribbles,1.0
Ben Sheppard,DefenderDistance,0-2 Feet - Very Tight,0.6
Ben Sheppard,DefenderDistance,2-4 Feet - Tight,0.475
Ben Sheppard,DefenderDistance,4-6 Feet - Open,0.379
Ben Sheppard,DefenderDistance,6+ Feet - Wide Open,0.4
Ben Sheppard,ShotClock,24-22,0.5
Ben Sheppard,ShotClock,22-18 Very Early,0.427
Ben Sheppard,ShotClock,18-15 Early,0.297
Ben Sheppard,ShotClock,15-7 Average,0.433
Ben Sheppard,ShotClock,7-4 Late,0.45
Ben Sheppard,ShotClock,4-0 Very Late,0.444
Reed Sheppard,TouchTime,Touch < 2 Seconds,0.348
Reed Sheppard,TouchTime,Touch 2-6 Seconds,0.354
Reed Sheppard,TouchTime,Touch 6+ Seconds,0.359
Reed Sheppard,DribbleRange,0 Dribbles,0.35
Reed Sheppard,DribbleRange,1 Dribble,0.375
Reed Sheppard,DribbleRange,2 Dribbles,0.2
Reed Sheppard,DribbleRange,3-6 Dribbles,0.421
Reed Sheppard,DribbleRange,7+ Dribbles,0.356
Reed Sheppard,DefenderDistance,0-2 Feet - Very Tight,0.154
Reed Sheppard,DefenderDistance,2-4 Feet - Tight,0.369
Reed Sheppard,DefenderDistance,4-6 Feet - Open,0.355
Reed Sheppard,DefenderDistance,6+ Feet - Wide Open,0.364
Reed Sheppard,ShotClock,24-22,0.8
Reed Sheppard,ShotClock,22-18 Very Early,0.327
Reed Sheppard,ShotClock,18-15 Early,0.358
Reed Sheppard,ShotClock,15-7 Average,0.34
Reed Sheppard,ShotClock,7-4 Late,0.286
Reed Sheppard,ShotClock,4-0 Very Late,0.368
Pascal Siakam,TouchTime,Touch < 2 Seconds,0.535
Pascal Siakam,TouchTime,Touch 2-6 Seconds,0.493
Pascal Siakam,TouchTime,Touch 6+ Seconds,0.545
Pascal Siakam,DribbleRange,0 Dribbles,0.523
Pascal Siakam,DribbleRange,1 Dribble,0.546
Pascal Siakam,DribbleRange,2 Dribbles,0.57
Pascal Siakam,DribbleRange,3-6 Dribbles,0.431
Pascal Siakam,DribbleRange,7+ Dribbles,0.65
Pascal Siakam,DefenderDistance,0-2 Feet - Very Tight,0.521
Pascal Siakam,DefenderDistance,2-4 Feet - Tight,0.581
Pascal Siakam,DefenderDistance,4-6 Feet - Open,0.469
Pascal Siakam,DefenderDistance,6+ Feet - Wide Open,0.475
Pascal Siakam,ShotClock,24-22,0.634
Pascal Siakam,ShotClock,22-18 Very Early,0.66
Pascal Siakam,ShotClock,18-15 Early,0.567
Pascal Siakam,ShotClock,15-7 Average,0.491
Pascal Siakam,ShotClock,7-4 Late,0.427
Pascal Siakam,ShotClock,4-0 Very Late,0.381
Ben Simmons,TouchTime,Touch < 2 Seconds,0.367
Ben Simmons,TouchTime,Touch 2-6 Seconds,0.727
Ben Simmons,TouchTime,Touch 6+ Seconds,0.333
Ben Simmons,DribbleRange,0 Dribbles,0.385
Ben Simmons,DribbleRange,1 Dribble,0.5
Ben Simmons,DribbleRange,2 Dribbles,0.75
Ben Simmons,DribbleRange,3-6 Dribbles,0.5
Ben Simmons,DribbleRange,7+ Dribbles,0.364
Ben Simmons,DefenderDistance,0-2 Feet - Very Tight,0.667
Ben Simmons,DefenderDistance,2-4 Feet - Tight,0.351
Ben Simmons,DefenderDistance,4-6 Feet - Open,0.583
Ben Simmons,DefenderDistance,6+ Feet - Wide Open,1.0
Ben Simmons,ShotClock,24-22,0.0
Ben Simmons,ShotClock,22-18 Very Early,0.75
Ben Simmons,ShotClock,18-15 Early,0.4
Ben Simmons,ShotClock,15-7 Average,0.409
Ben Simmons,ShotClock,7-4 Late,0.667
Ben Simmons,ShotClock,4-0 Very Late,0.6
K.J. Simpson,TouchTime,Touch < 2 Seconds,0.327
K.J. Simpson,TouchTime,Touch 2-6 Seconds,0.422
K.J. Simpson,TouchTime,Touch 6+ Seconds,0.256
K.J. Simpson,DribbleRange,0 Dribbles,0.316
K.J. Simpson,DribbleRange,1 Dribble,0.278
K.J. Simpson,DribbleRange,2 Dribbles,0.516
K.J. Simpson,DribbleRange,3-6 Dribbles,0.407
K.J. Simpson,DribbleRange,7+ Dribbles,0.263
K.J. Simpson,DefenderDistance,0-2 Feet - Very Tight,0.5
K.J. Simpson,DefenderDistance,2-4 Feet - Tight,0.373
K.J. Simpson,DefenderDistance,4-6 Feet - Open,0.3
K.J. Simpson,DefenderDistance,6+ Feet - Wide Open,0.319
K.J. Simpson,ShotClock,24-22,0.444
K.J. Simpson,ShotClock,22-18 Very Early,0.481
K.J. Simpson,ShotClock,18-15 Early,0.317
K.J. Simpson,ShotClock,15-7 Average,0.35
K.J. Simpson,ShotClock,7-4 Late,0.318
K.J. Simpson,ShotClock,4-0 Very Late,0.27
Jericho Sims,TouchTime,Touch < 2 Seconds,0.682
Jericho Sims,TouchTime,Touch 2-6 Seconds,0.667
Jericho Sims,DribbleRange,0 Dribbles,0.611
Jericho Sims,DribbleRange,1 Dribble,1.0
Jericho Sims,DribbleRange,2 Dribbles,0.5
Jericho Sims,DefenderDistance,0-2 Feet - Very Tight,0.333
Jericho Sims,DefenderDistance,2-4 Feet - Tight,0.706
Jericho Sims,DefenderDistance,4-6 Feet - Open,1.0
Jericho Sims,DefenderDistance,6+ Feet - Wide Open,0.0
Jericho Sims,ShotClock,24-22,0.25
Jericho Sims,ShotClock,22-18 Very Early,0.667
Jericho Sims,ShotClock,18-15 Early,1.0
Jericho Sims,ShotClock,15-7 Average,0.846
Jericho Sims,ShotClock,7-4 Late,1.0
Jericho Sims,ShotClock,4-0 Very Late,0.333
Marcus Smart,TouchTime,Touch < 2 Seconds,0.409
Marcus Smart,TouchTime,Touch 2-6 Seconds,0.444
Marcus Smart,TouchTime,Touch 6+ Seconds,0.5
Marcus Smart,DribbleRange,0 Dribbles,0.447
Marcus Smart,DribbleRange,1 Dribble,0.375
Marcus Smart,DribbleRange,2 Dribbles,0.385
Marcus Smart,DribbleRange,3-6 Dribbles,0.441
Marcus Smart,DribbleRange,7+ Dribbles,0.5
Marcus Smart,DefenderDistance,0-2 Feet - Very Tight,0.333
Marcus Smart,DefenderDistance,2-4 Feet - Tight,0.409
Marcus Smart,DefenderDistance,4-6 Feet - Open,0.538
Marcus Smart,DefenderDistance,6+ Feet - Wide Open,0.348
Marcus Smart,ShotClock,24-22,0.5
Marcus Smart,ShotClock,22-18 Very Early,0.2
Marcus Smart,ShotClock,18-15 Early,0.545
Marcus Smart,ShotClock,15-7 Average,0.444
Marcus Smart,ShotClock,7-4 Late,0.583
Marcus Smart,ShotClock,4-0 Very Late,0.333
Dru Smith,TouchTime,Touch < 2 Seconds,0.576
Dru Smith,TouchTime,Touch 2-6 Seconds,0.4
Dru Smith,TouchTime,Touch 6+ Seconds,0.462
Dru Smith,DribbleRange,0 Dribbles,0.581
Dru Smith,DribbleRange,1 Dribble,0.25
Dru Smith,DribbleRange,2 Dribbles,0.4
Dru Smith,DribbleRange,3-6 Dribbles,0.429
Dru Smith,DribbleRange,7+ Dribbles,0.5
Dru Smith,DefenderDistance,0-2 Feet - Very Tight,0.333
Dru Smith,DefenderDistance,2-4 Feet - Tight,0.444
Dru Smith,DefenderDistance,4-6 Feet - Open,0.533
Dru Smith,DefenderDistance,6+ Feet - Wide Open,0.591
Dru Smith,ShotClock,22-18 Very Early,0.625
Dru Smith,ShotClock,18-15 Early,0.333
Dru Smith,ShotClock,15-7 Average,0.6
Dru Smith,ShotClock,7-4 Late,0.429
Dru Smith,ShotClock,4-0 Very Late,0.25
Jalen Smith,TouchTime,Touch < 2 Seconds,0.459
Jalen Smith,TouchTime,Touch 2-6 Seconds,0.5
Jalen Smith,DribbleRange,0 Dribbles,0.443
Jalen Smith,DribbleRange,1 Dribble,0.581
Jalen Smith,DribbleRange,2 Dribbles,0.444
Jalen Smith,DribbleRange,3-6 Dribbles,0.75
Jalen Smith,DribbleRange,7+ Dribbles,0.0
Jalen Smith,DefenderDistance,0-2 Feet - Very Tight,0.667
Jalen Smith,DefenderDistance,2-4 Feet - Tight,0.612
Jalen Smith,DefenderDistance,4-6 Feet - Open,0.358
Jalen Smith,DefenderDistance,6+ Feet - Wide Open,0.362
Jalen Smith,ShotClock,24-22,0.818
Jalen Smith,ShotClock,22-18 Very Early,0.443
Jalen Smith,ShotClock,18-15 Early,0.436
Jalen Smith,ShotClock,15-7 Average,0.44
Jalen Smith,ShotClock,7-4 Late,0.462
Jalen Smith,ShotClock,4-0 Very Late,0.524
